Date,Methods,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,V1_Vaccine Prioritisation (summary),V2_Vaccine Availability (summary),V3_Vaccine Financial Support (summary)
10/6/2020,0,0.0813394228794745,0.02498009874086295,0.0022524181487304823,-0.06332196953839489,0.037542859624539106,-0.013649076755557741,0.03475267134074654,-0.021429734570639476,0.05971562968833106,0.0030954459216445684,-0.3271977486354964,0.03988002134220941,-0.008455892825233085,-0.06785655899771623,0.002216348158461707,0.2304871923157147,0.15732395063553536,0.0608906905565943,0.09877537483615535,-0.015508335748953479,0.0017374869702117784,-0.04101657095764365,-0.02621011941560677
11/6/2020,0,0.0875650489968913,0.03072283187481974,0.00814274201236133,-0.07156617314155612,0.0401174488610455,-0.009612302362386669,0.03619108362389462,-0.020994641219398806,0.06511398790670293,-0.009457762286599194,-0.4655304742710931,0.043539092876017094,-0.006514534819871187,-0.07013867635812078,-0.00620493625423738,0.22679510659405164,0.1701847187110356,0.06713649430977446,0.0933205181998866,-0.007484949127371822,0.002165453974157572,-0.04595273320696184,-0.03591739459495459
12/6/2020,0,0.09314169388796602,0.03353841690945306,0.009736350903819715,-0.07766062447002955,0.041880976142627854,-0.011695855363671268,0.0382963005187256,-0.022949038871697018,0.07079287392220326,-0.012035104246543986,-0.5210267933351653,0.04582368582487106,-0.005380170087196997,-0.07295468622552496,-0.007697756801332746,0.23674141243100166,0.17686040273734502,0.07184053930853095,0.09827261045575142,-0.005869067274034023,0.002934367795075689,-0.04902929639709847,-0.039766090655965466
13/6/2020,0,0.08030743923570428,0.031454973155632615,0.01434256517261799,-0.07017867759402309,0.03482773174930896,-0.009017379621842079,0.03171890475121992,-0.018860917571665987,0.06050776836595365,-0.02157578314654529,-0.5685569031962326,0.04080689412408641,-0.0013756576725947006,-0.057823228649795055,-0.01573133235797286,0.1750211412353175,0.14722434165222303,0.0641145704846297,0.07109965836363179,0.0029477874881454875,0.00500920118897089,-0.04445509033809815,-0.042731666272240024
14/6/2020,0,0.08523281291127205,0.03049759425422443,0.010599283900644099,-0.07295303991330522,0.02824095051203455,-0.017229095500494753,0.03614644293806383,-0.019990507380238602,0.0663950898285423,-0.007979858334043197,-0.5007329008408955,0.04097783805004188,-0.00492914067581296,-0.05712801484125001,0.00047191777931792397,0.207818298467568,0.11777028813958168,0.060643951940749376,0.07999133238834995,-0.005570259277841875,0.0064429184421896935,-0.03838462954653161,-0.03532247178788696
15/6/2020,0,0.09923279538218464,0.040107870108581016,0.021161284064874053,-0.08582821182374444,0.025899230169930627,-0.017576283891685307,0.036011333111673594,-0.02025491714344493,0.07419014469321285,-0.031172326865739057,-0.7223547686423574,0.046263704009886296,-0.0014797651674598455,-0.0529174217954278,-0.015746895290379013,0.2073362363236291,0.1346563617033618,0.06841672770678997,0.06821654244725193,0.003096778893710247,0.016450510060946857,-0.04206456337124109,-0.04794140994947936
16/6/2020,0,0.10490344384951251,0.03317995084216818,0.010883387610582369,-0.08374833581703049,0.03567157798845853,-0.021041397138365676,0.042305044031568935,-0.02672641910612583,0.08033249088163887,-0.01035068551677146,-0.6150165711130414,0.05050423249070134,-0.010842044771249806,-0.0713041073509625,-0.006319438905588218,0.2407174775643008,0.16415903743888652,0.07749824851219143,0.09971493376152855,-0.0035906509063871844,0.007727856548236949,-0.052159799728542566,-0.04401110338845423
17/6/2020,0,0.08488051433648382,0.02688553591724485,0.004102503648027778,-0.06595253199338913,0.028700646678251878,-0.019724468234926462,0.03625325612457735,-0.021966282411345413,0.06300936699179667,0.005156291415914893,-0.4012993297406605,0.040398702291505675,-0.008147792092391424,-0.060795907862484455,0.005532773078552314,0.22246399521827698,0.13227273869727338,0.06141831446439028,0.08859269507229328,-0.012609732736434256,0.007230723210211311,-0.04127303883433342,-0.02745035051235131
18/6/2020,0,0.07277823159737247,0.022689443114878877,0.005630959191226533,-0.059418735027845414,0.031011557206511497,-0.011584354963685786,0.03173345307420407,-0.018989422425095524,0.05589345097541809,-0.003452922683209181,-0.4226963152177632,0.037234631699642966,-0.006650384315954787,-0.057130481249519756,-0.004054700756179435,0.17691428906151227,0.13435371512813227,0.05817877434726272,0.07136194354721478,-0.0056751011205571035,0.003953736940664905,-0.041395871700452905,-0.03284280664852953
19/6/2020,0,0.06976540479809046,0.026968163438141346,0.011122379152636443,-0.06073627419703241,0.030217847653797696,-0.009211197162845306,0.03039735389341201,-0.01783214047152017,0.052108277733038576,-0.01113776080975575,-0.5177700562136514,0.03805669713100152,1.4342999617968286e-05,-0.0526750218788428,-0.011773714330047369,0.14951294767005102,0.13536823354661465,0.06035091721319726,0.057658733533961434,0.00016824395528861454,0.0061538578177403125,-0.045392361536089866,-0.03827325218091054
