,% of recommended policies adopted,Decrease rate,count
0,0.1,1.0,1
1,0.1111111111111111,1.0,3
2,0.14285714285714285,1.0,1
3,0.15384615384615385,1.0,1
4,0.16666666666666666,1.0,38
5,0.1875,1.0,5
6,0.2,1.0,25
7,0.2222222222222222,0.6666666666666666,3
8,0.23076923076923078,1.0,1
9,0.25,0.5357142857142857,28
10,0.2727272727272727,1.0,1
11,0.2857142857142857,0.3333333333333333,3
12,0.3,1.0,1
13,0.3333333333333333,0.5,6
14,0.5,1.0,6
15,1.0,1.0,4
