,username,location,following,followers,totaltweets,retweets,text,hashtags,time
32,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@abcnews New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
11 July
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:21:09
33,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@7NewsSydney @GladysB New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
11 July
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:20:54
34,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@7NewsSydney New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
11 July
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:20:27
35,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@7NewsSydney @GladysB New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
11 July
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:20:14
36,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@9NewsSyd New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:19:28
37,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@australian More specifics
New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:19:02
38,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@9NewsSyd Or this
New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:18:01
39,PKBurian,"Oshawa, Ontario, CA",207,71,19070,0,"@james00000001 New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained
Can you have visitors? Is mask-wearing compulsory? Is travelling permitted? Here’s the full list of what you can and can’t do in NSW
https://t.co/scN2zcHJT1",[],2021-07-11 22:17:31
40,girl_lockdown,"Melbourne, Victoria",2315,1157,19674,300,"Reported yesterday: 0 new local cases and no new cases acquired overseas. 
- 12,005 vaccine doses were administered 
- 19,239 test results were received    
More later: https://t.co/lIUrl0ZEco

#COVID19Vic #COVID19VicData https://t.co/XvdtKuRWlG",[],2021-07-11 22:17:14
41,VOAStevenson,Washington DC,1181,5648,215422,0,A year to the day since Melbourne was ordered into its longest Covid-19 lockdown - ultimately lasting four months - the city's &amp;#173;usually buzzing entertainment precinct still stands largely empty. https://t.co/iwyhZsop2K @australian,[],2021-07-11 22:16:55
42,iamjohnm,"New South Wales, Australia",1571,145,5696,0,"Yep, I’m scared shitless now, yet I can’t get the #Pfizer vaccine!?! How’s this help me and others in the same predicament?!? #covidnsw #coronavirus #COVID19 #lockdownSydney #Lockdown #nswpol #auspol https://t.co/nxXZLbAGoR","['Pfizer', 'covidnsw', 'coronavirus', 'COVID19', 'lockdownSydney', 'Lockdown', 'nswpol', 'auspol']",2021-07-11 22:10:04
43,Rehman_199,"Sevran, France",156,80,1763,0,Welcome Back #coronavirus . #Euro2020Final is over now 😂. Guys be ready for the new #LockDown #ItalyVsEngFinal #football #COVID19,"['coronavirus', 'Euro2020Final', 'LockDown', 'ItalyVsEngFinal', 'football', 'COVID19']",2021-07-11 22:07:32
44,CorinnaSladey,Australia,5052,4629,180159,3,"Victorians are waking up to a hard border with NSW, with hundreds of police being deployed along the Murray River this morning to enforce the new travel restrictions. Follow our rolling coverage of the news of the day #coronavirus #auspol #lockdown https://t.co/7dSDnb5Tji",[],2021-07-11 22:06:41
45,YorkHouseCleanr,"York, England",7158,6960,35108,0,"Time to get crazy again :D
Giving Myself Another Crazy #coronavirus #lockdown Haircut
https://t.co/XGCTk446kr","['coronavirus', 'lockdown']",2021-07-11 22:04:20
46,theage,"Melbourne, Australia",1217,901974,129155,3,"Victorians are waking up to a hard border with NSW, with hundreds of police being deployed along the Murray River this morning to enforce the new travel restrictions. Follow our rolling coverage of the news of the day #coronavirus #auspol #lockdown https://t.co/7dSDnb5Tji","['coronavirus', 'auspol', 'lockdown']",2021-07-11 22:03:29
47,01000011CS,Wakka Wakka Land QLD Australia,3642,3950,187818,2,"Kevin Rudd met with Pfizer chairman to request millions of doses be brought forward | The New Daily 

Rudd staged an intervention with #Pfizer boss to boost Australia’s lagging #vaccine doses.

#auspol #covid 
https://t.co/2TmLsQPlUc",[],2021-07-11 22:00:56
48,berniepeoples,"richmond,melbourne, australia",1596,898,166608,2,"Kevin Rudd met with Pfizer chairman to request millions of doses be brought forward | The New Daily 

Rudd staged an intervention with #Pfizer boss to boost Australia’s lagging #vaccine doses.

#auspol #covid 
https://t.co/2TmLsQPlUc",[],2021-07-11 21:55:26
49,sportsntiques,Illinois,604,567,12364,8,"Unmasked Covid army soldiers from Pandemania lay siege to a NHS stronghold in the UK before Christmas 2020 
#pandemic #lockdown #lockdown2020 #COVID19 #coronavirus #NHS https://t.co/UIFegURR2S",['pandemic'],2021-07-11 21:46:23
50,DuchessFrida,South Australia,5000,4409,75957,2,"Kevin Rudd met with Pfizer chairman to request millions of doses be brought forward | The New Daily 

Rudd staged an intervention with #Pfizer boss to boost Australia’s lagging #vaccine doses.

#auspol #covid 
https://t.co/2TmLsQPlUc","['Pfizer', 'vaccine', 'auspol', 'covid']",2021-07-11 21:40:24
51,ArmstrongEdmon,"Detroit, MI",126,14,144,0,This is definitely a first for me. I have never had to give myself a rapid Covid test in my car before I could  go on set. Lol. The things I do for the love of entertainment. Lol.  #covid #coronavirus #corona #stayhome  #quarantine #lockdown #staysafe  #entertainment  #media #set https://t.co/jluNwp3vMl,"['covid', 'coronavirus', 'corona', 'stayhome', 'quarantine', 'lockdown', 'staysafe', 'entertainment', 'media', 'set']",2021-07-11 21:38:19
52,IndiaToday,India,248,5723565,897270,2,"#Covid19: J&amp;K lifts weekend #lockdown in 3 more districts, night curfew to continue.
(@SunilJbhat)
#RE 

https://t.co/vwib0KEPlD","['Covid19', 'lockdown', 'RE']",2021-07-11 21:30:00
53,Novalata113,South Africa,1968,956,70816,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 21:26:56
54,NimitOz,Melbourne,40,6,77,30,"Listen, #Victoria . . . We’re sorry, ok? Look at us. We stuffed it up by not doing what you told us to do: go early, go hard, writes Peter FitzSimons | OPINION #sydneylockdown #lockdown2021 #coronavirus #COVID19 https://t.co/qY0YysB62I",['Victoria'],2021-07-11 21:05:04
55,au_pis_aller,United Kingdom,2393,550,19545,0,"Covid lockdown in Wales: 'Time to end all restrictions' https://t.co/EHwEd3qb9L

#Covid #Coronavirus","['Covid', 'Coronavirus']",2021-07-11 21:03:05
56,simon_ball46,"Luton, England",244,686,130082,0,"#LockDown - god knows how many we've had so far...feels endless
#COVID19 #coronavirus #vaccines https://t.co/EVyKhZEXvi","['LockDown', 'COVID19', 'coronavirus', 'vaccines']",2021-07-11 21:01:40
57,Baited_man,naval gazing ,381,375,74409,0,"Intrusions in the ground and on the pitch
Drunken behaviour on the streets
Not really surprising when expectation has been fuelled during the week by the #MSM and we have had the strictest #lockdown in #europe #coronavirus","['MSM', 'lockdown', 'europe', 'coronavirus']",2021-07-11 20:49:16
58,abc_live_blog,Australia,9,2,236,0,"Live: World Square, Broadway shopping centres among new NSW exposure sites
#COVID19 #Lockdown #InfectiousDiseasesOther
Blog @ https://t.co/yky9fxvjaM, listed on https://t.co/ImygkXPKrZ","['COVID19', 'Lockdown', 'InfectiousDiseasesOther']",2021-07-11 20:45:39
59,GalacTR0N,Orbiting Ͼ_Ͽ,4993,1463,241081,4,"#Now

Talking Heads https://t.co/BISLAUa10T Once in a Lifetime

#UniversalSuffrage #coronavirus #citizen&gt;#consumerism&gt;#consumer #Meritocracy=#toxicity #UBI #enlightenment #ClimateCrisis #lockdown #COVID19 #EconomicCrisis #ClimateChange #goodshipvenus #BLM #igamer #iflow https://t.co/14lV4TviFv","['Now', 'UniversalSuffrage', 'coronavirus', 'citizen', 'consumerism']",2021-07-11 20:21:32
60,TenealShaylisa,South Africa,186,400,24772,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 20:21:01
61,Riri_Tshiamo,"Johannesburg, South Africa",2010,1150,14045,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 20:14:53
62,MargaretHollin1,"Wurundjeri Land, Victoria",5001,3398,272432,63,A friend took these photos of a street in #Sydney (now in its third week of #coronavirus lockdown). A simple question: “What are you grateful for this week”? Chalk provided for people to respond. I love it! Some great responses. https://t.co/PvyM01h02F,"['Sydney', 'coronavirus']",2021-07-11 19:58:07
63,JaynePhipps,"Nottingham, UK",1347,727,4357,0,And a #sunday #blog post https://t.co/Ub8rnv0EQV #diary #lockdown #lockdowndiary #coronavirus,"['sunday', 'blog', 'diary', 'lockdown', 'lockdowndiary', 'coronavirus']",2021-07-11 19:58:06
64,The_Free_Stater,"Bloemfontein, South Africa",769,225,848,0,"Lockdown slightly eased but . . .

#Covid19 #Coronavirus #Pandemic #DeltaVariant #Lockdown #AlertLevel4 #President #CyrilRamaphosa #FreeState #SouthAfrica #TheFreeStater #TFS

👉🏽 https://t.co/njy4bvien8","['Covid19', 'Coronavirus', 'Pandemic', 'DeltaVariant', 'Lockdown', 'AlertLevel4', 'President', 'CyrilRamaphosa', 'FreeState', 'SouthAfrica', 'TheFreeStater', 'TFS']",2021-07-11 19:47:49
65,MarkMalachowski,United States,2110,317,112057,575,#Coronavirus ground zero #Wuhan reopens after a 76-day lockdown. #China state media showcase a midnight light show marking the occasion Wed. Prevention measures still strictly in place for #Hubei province of which Wuhan is capital with officials warning residents to stay alert. https://t.co/y68Z2VFauS,"['Coronavirus', 'Wuhan', 'China']",2021-07-11 19:23:53
66,Bradley_future,"Johannesburg, South Africa",3880,1919,19404,189,"LIVE | President Cyril Ramaphosa to address the nation tonight at 20:00 on the latest Covid-19, lockdown measures. Follow it live on News24

https://t.co/o502HaJOm8 https://t.co/hyHW9jIhvH",[],2021-07-11 19:20:20
67,satto_OG,"Soshanguve, Pretoria",515,464,1594,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 19:15:31
68,peace21154732,"Vanderbijlpark, South Africa",846,118,2737,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 19:06:22
69,SBitabita,"Cape Town, South Africa",235,66,8209,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 19:04:14
70,laurenhamburg,"Cape Town, South Africa",185,37,1464,13,"WATCH LIVE | Level 4 extension? President Cyril Ramaphosa addresses the nation on the latest Covid-19, lockdown measures. Follow it live on News24

https://t.co/zS6mKkzkd3 https://t.co/2kRly3OfzA",[],2021-07-11 19:03:42
71,CalvaryMakgae,Pretoria|Lephalale,7402,9658,11142,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 18:55:20
72,CraigShawSulli1,"Scotland, United Kingdom",509,124,25280,4,"While COVID-19 restrictions like the current lockdown are intended to curb infections, they have unintended consequences to the most vulnerable people. Reflections like this one remind us of the increased care workload for women in Uganda. https://t.co/kScFA2Dec9",[],2021-07-11 18:52:45
73,JakbPhotography,"La Mercy, South Africa",2673,623,31699,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 18:44:18
74,KnPule,South Africa 🇿🇦,32,7,503,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 18:42:42
75,Ray_Mofokeng,"Sasolburg, South Africa",446,117,794,79,"BREAKING | SA to remain on adjusted Level 4 lockdown until 25 July  

https://t.co/atxyZBNL5e https://t.co/7uLIL0xV4d",[],2021-07-11 18:40:43
76,NCHRD_UG,"Kampala, Uganda",687,2986,4028,4,"While COVID-19 restrictions like the current lockdown are intended to curb infections, they have unintended consequences to the most vulnerable people. Reflections like this one remind us of the increased care workload for women in Uganda. https://t.co/kScFA2Dec9",[],2021-07-11 18:33:22
77,Hulisani_Curtis,South Africa,1660,1498,6729,189,"LIVE | President Cyril Ramaphosa to address the nation tonight at 20:00 on the latest Covid-19, lockdown measures. Follow it live on News24

https://t.co/o502HaJOm8 https://t.co/hyHW9jIhvH",[],2021-07-11 18:32:25
78,saswats,"Mumbai, India",254,79,245,0,"Having ସନ୍ତୁଳା for Sunday dinner prepares you for the week ahead

#coronavirus #WorkFromHome #odiya #MondayMood #weekendvibes","['coronavirus', 'WorkFromHome', 'odiya', 'MondayMood', 'weekendvibes']",2021-07-11 15:34:21
79,M_Wayne_Brown,"Bangkok, Thailand",7,59,13486,0,"Today, 11 July 2021, is day 556 of the #COVID19 pandemic in #Thailand.

9,539 new #CoronaVirus case
*This is a new daily record high
*5,542 in the #Bangkok metro area
*5,542 in the #Bangkok metro area

#WearAMask #WashYourHands #KeepYourDistance #WorkFromHome #SafeAtHome 

1/3... https://t.co/boXplDEKxp","['COVID19', 'Thailand', 'CoronaVirus', 'Bangkok', 'Bangkok', 'WearAMask', 'WashYourHands', 'KeepYourDistance', 'WorkFromHome', 'SafeAtHome']",2021-07-11 10:20:45
80,aazizdesigner,"Dubai, United Arab Emirates",152,303,2055,0,"this pandemic proves that people can be trusted to get their work done, wherever they are.

#deltavariant #coronavirus #freelance #remotework #workfromhome","['deltavariant', 'coronavirus', 'freelance', 'remotework', 'workfromhome']",2021-07-11 07:16:55
81,WisdomLocus,India,43,22,269,0,"#CoronavirusPandemic has changed the work culture across the world, making #WorkFromHome a regular feature of it. Whether you’re a newbie or a pro, here are 5 tips to make your #WFH easy &amp; productive.

https://t.co/MXUvPtU9Xi

#COVID19 #Corona #coronavirus #StaySafe #wisdomlocus https://t.co/f0yHzQTKNo","['CoronavirusPandemic', 'WorkFromHome', 'WFH', 'COVID19', 'Corona', 'coronavirus', 'StaySafe', 'wisdomlocus']",2021-07-11 06:49:34
82,EykisBlue,Los Angeles ,2145,2095,1750,1,12 Ancient Techniques to Quiet Your Mind - by  Kat Smith  - Medium - #loa #lawofattraction #meditation #workfromhome #endlockdown #mentalhealth #writerslift #amwriting #writers #writers #medium #artist #coronavirus #eykisblue via @pensignal  https://t.co/DFY0GAUtEn,"['loa', 'lawofattraction', 'meditation', 'workfromhome', 'endlockdown', 'mentalhealth', 'writerslift', 'amwriting', 'writers', 'writers', 'medium', 'artist', 'coronavirus', 'eykisblue']",2021-07-11 01:03:39
83,mycowork_space,Online Directory,485,1744,55032,1,These are the main considerations you should take into account before buying a video conferencing package https://t.co/TPKN5EXoV7 #coronavirus #remotework #remotejobs #COVID #wfh #workfromhome #remoteworking #digitalnomad #homeoffice #homeoffice #coworking  #zoommeetings https://t.co/gNlEQedEfK,[],2021-07-10 20:31:28
84,PM_Results,Surrey UK,4239,2930,14358,1,These are the main considerations you should take into account before buying a video conferencing package https://t.co/TPKN5EXoV7 #coronavirus #remotework #remotejobs #COVID #wfh #workfromhome #remoteworking #digitalnomad #homeoffice #homeoffice #coworking  #zoommeetings https://t.co/gNlEQedEfK,"['coronavirus', 'remotework', 'remotejobs', 'COVID', 'wfh', 'workfromhome', 'remoteworking', 'digitalnomad', 'homeoffice', 'homeoffice', 'coworking', 'zoommeetings']",2021-07-10 20:19:30
85,M_Wayne_Brown,"Bangkok, Thailand",7,59,13486,0,"...3/3
New #CoronaVirus cases were reported in all 77 provinces in #Thailand today.

The #Bangkok metro area is now under a #COVID19 partial #lockdown and nightly #curfew.

#WearAMask #WashYourHands #KeepYourDistance #WorkFromHome #SafeAtHome","['CoronaVirus', 'Thailand', 'Bangkok', 'COVID19', 'lockdown', 'curfew', 'WearAMask', 'WashYourHands', 'KeepYourDistance', 'WorkFromHome', 'SafeAtHome']",2021-07-10 12:34:46
