Date,CountryName_x,CountryCode_x,Jurisdiction,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,Daily_cases,like_index,retweet_index,V1_Vaccine Prioritisation (summary),V2_Vaccine Availability (summary),V3_Vaccine Financial Support (summary),Daily_cases_previous,Daily_cases_next
9/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
20/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
21/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
22/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
23/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
24/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
25/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
26/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.14285714285714285,21.33333333,2.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285
27/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.14285714285714285,21.33333333,2.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285
28/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7857142857142858,21.33333333,2.0,0.0,0.0,0.0,0.9285714285714286,0.14285714285714285
29/2/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.6428571428571429,21.33333333,2.0,0.0,0.0,0.0,0.9285714285714286,0.2857142857142857
1/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.1428571428571428,21.33333333,2.0,0.0,0.0,0.0,1.4285714285714286,0.2857142857142857
2/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,0,1.5,21.33333333,2.0,0.0,0.0,0.0,1.7857142857142858,0.2857142857142857
3/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,0,1.9285714285714288,21.33333333,2.0,0.0,0.0,0.0,2.2142857142857144,0.2857142857142857
4/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4,0,2.2142857142857144,0.0,0.0,0.0,0.0,0.0,2.642857142857143,0.42857142857142855
5/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4,0,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,3.642857142857143,0.42857142857142855
6/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,13,0,9.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,1.7142857142857142
7/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,13,0,9.071428571428571,0.0,0.0,0.0,0.0,0.0,10.642857142857142,1.5714285714285714
8/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,20,0,8.857142857142858,0.0,0.0,0.0,0.0,0.0,11.428571428571429,2.5714285714285716
9/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,25,0,10.857142857142858,0.0,0.0,0.0,0.0,0.0,14.142857142857142,3.2857142857142856
10/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,31,0,18.642857142857142,0.0,0.0,0.0,0.0,0.0,22.785714285714285,4.142857142857143
11/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,38,0,21.428571428571427,23.66666667,5.166666667,0.0,0.0,0.0,26.285714285714285,4.857142857142857
12/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,52,0,37.214285714285715,23.66666667,5.166666667,0.0,0.0,0.0,44.07142857142857,6.857142857142857
13/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-1.0,-3.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,151,0,36.0,23.66666667,5.166666667,0.0,0.0,0.0,55.714285714285715,19.714285714285715
14/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-1.0,-3.0,-3.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,151,0,52.285714285714285,23.66666667,5.166666667,0.0,0.0,0.0,72.0,19.714285714285715
15/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-1.0,-3.0,-3.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,162,0,88.71428571428572,23.66666667,5.166666667,0.0,0.0,0.0,109.0,20.285714285714285
16/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-1.0,-3.0,-3.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,0,110.64285714285714,23.66666667,5.166666667,0.0,0.0,0.0,135.64285714285714,25.0
17/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-3.0,0.0,-1.0,-3.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,1,116.85714285714285,23.66666667,5.166666667,0.0,0.0,0.0,158.28571428571428,41.42857142857143
18/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,0.0,-1.0,-3.0,-2.0,0.0,-1.0,-2303128528.571429,0.0,0.0,0.0,0.0,-62774551.0,0.0,0.0,0.0,0.0,372,3,132.0,17.42857143,2.571428571,0.0,0.0,0.0,179.71428571428572,47.714285714285715
19/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-1.0,-1.0,-3.0,-3.0,0.0,-1.0,-2441948717.571429,0.0,0.0,0.0,0.0,-62774551.0,0.0,0.0,0.0,0.0,621,6,128.21428571428572,17.42857143,2.571428571,0.0,0.0,0.0,209.5,81.28571428571429
20/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-1.0,-1.0,-3.0,-3.0,0.0,-1.0,-2441948717.571429,0.0,0.0,0.0,0.0,-62774551.0,0.0,0.0,0.0,0.0,793,11,141.57142857142856,17.42857143,2.571428571,0.0,0.0,0.0,233.28571428571428,91.71428571428571
21/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0,-2441948717.571429,0.0,0.0,0.0,0.0,-62774551.0,0.0,0.0,0.0,-2.0,1021,15,143.78571428571428,17.42857143,2.571428571,0.0,0.0,0.0,268.07142857142856,124.28571428571429
22/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0,-3217814497.142857,0.0,0.0,0.0,0.0,-62774551.0,0.0,-2.0,0.0,-2.0,1546,25,94.71428571428572,17.42857143,2.571428571,0.0,0.0,0.0,292.42857142857144,197.71428571428572
23/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0,-4335064587.642858,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,1924,34,66.5,17.42857143,2.571428571,0.0,0.0,0.0,312.7857142857143,246.28571428571428
24/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0,-4335064587.642858,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,2247,46,110.28571428571428,17.42857143,2.571428571,0.0,0.0,0.0,385.42857142857144,275.14285714285717
25/3/2020,Brazil,BRA,NAT_TOTAL,-5.0,-5.0,-3.0,-5.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0,-4383094431.285714,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,2554,59,150.0,18.0,2.0,0.0,0.0,0.0,461.7142857142857,311.7142857142857
26/3/2020,Brazil,BRA,NAT_TOTAL,0.0,-5.0,0.0,-5.0,-3.0,-1.0,-3.0,-3.0,0.0,-1.0,-4383094431.285714,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,2985,77,192.49999999999994,18.0,2.0,0.0,0.0,0.0,530.2142857142857,337.7142857142857
27/3/2020,Brazil,BRA,NAT_TOTAL,0.0,-4.0,0.0,-5.0,-3.0,0.0,-3.0,-2.0,0.0,-1.0,-4383094431.285714,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,3417,92,215.35714285714283,18.0,2.0,0.0,0.0,0.0,590.2142857142857,374.85714285714283
28/3/2020,Brazil,BRA,NAT_TOTAL,0.0,-4.0,0.0,-2.0,-3.0,0.0,-3.0,-2.0,0.0,-1.0,-4383094431.285714,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,3904,111,255.21428571428572,18.0,2.0,0.0,0.0,0.0,667.0714285714286,411.85714285714283
29/3/2020,Brazil,BRA,NAT_TOTAL,0.0,-4.0,0.0,-2.0,-3.0,0.0,-3.0,-2.0,0.0,-1.0,-4383094431.285714,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,4256,136,297.4285714285714,18.0,2.0,0.0,0.0,0.0,684.5714285714286,387.14285714285717
30/3/2020,Brazil,BRA,NAT_TOTAL,0.0,-4.0,0.0,-2.0,-3.0,0.0,-3.0,-2.0,0.0,-1.0,-4383094431.285714,0.0,0.0,0.0,0.0,-174220944.07142857,0.0,-2.0,0.0,-2.0,4579,159,351.9285714285714,18.0,2.0,0.0,0.0,0.0,731.2142857142857,379.2857142857143
31/3/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-4383094431.285714,0.0,0.0,0.0,0.0,-187581301.2142857,0.0,-2.0,0.0,-2.0,5717,201,346.2142857142857,18.0,2.0,0.0,0.0,0.0,841.9285714285714,495.7142857142857
1/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-8193908802.714287,0.0,0.0,0.0,-2.0,-62032199.21428572,0.0,-2.0,0.0,-2.0,6836,240,360.8571428571429,32.75,5.25,0.0,0.0,0.0,972.5714285714286,611.7142857142857
2/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,-2.0,0.0,-7925209496.142857,0.0,0.0,0.0,-2.0,-62688711.78571428,0.0,-2.0,0.0,-2.0,8044,324,356.357142857143,32.75,5.25,0.0,0.0,0.0,1079.0714285714287,722.7142857142857
3/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,-2.0,0.0,-7925209496.142857,0.0,0.0,0.0,-2.0,-188276568.92857143,0.0,-2.0,0.0,-2.0,9056,359,353.07142857142856,32.75,5.25,0.0,0.0,0.0,1158.642857142857,805.5714285714286
4/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-7925209496.142857,0.0,0.0,0.0,-2.0,-188276568.92857143,0.0,-2.0,0.0,0.0,10360,445,279.3571428571428,32.75,5.25,0.0,0.0,0.0,1201.642857142857,922.2857142857143
5/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-6373477937.0,0.0,0.0,0.0,-2.0,-188276568.92857143,0.0,0.0,0.0,0.0,11130,486,299.1428571428571,32.75,5.25,0.0,0.0,0.0,1281.142857142857,982.0
6/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-4138977756.0,0.0,0.0,0.0,-2.0,34616217.2142857,0.0,0.0,0.0,0.0,12161,564,263.3571428571429,32.75,5.25,0.0,0.0,0.0,1346.5,1083.142857142857
7/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-4138977756.0,0.0,0.0,0.0,-2.0,34616217.2142857,0.0,0.0,0.0,0.0,14034,686,207.92857142857156,32.75,5.25,0.0,0.0,0.0,1396.0714285714287,1188.142857142857
8/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,30103938.642857134,0.0,0.0,0.0,0.0,16170,819,201.14285714285734,208.5714286,64.85714286,0.0,0.0,0.0,1534.5714285714287,1333.4285714285713
9/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,29964022.928571433,0.0,0.0,0.0,0.0,18092,950,163.21428571428578,208.5714286,64.85714286,0.0,0.0,0.0,1598.642857142857,1435.4285714285713
10/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,-26002191.357142866,0.0,0.0,0.0,0.0,19638,1057,247.28571428571422,208.5714286,64.85714286,0.0,0.0,0.0,1759.0,1511.7142857142858
11/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,-26170427.071428567,0.0,-4.0,0.0,0.0,20727,1124,397.42857142857133,208.5714286,64.85714286,0.0,0.0,0.0,1878.4285714285713,1481.0
12/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,-26170427.071428567,0.0,-4.0,0.0,0.0,22192,1223,385.7142857142858,208.5714286,64.85714286,0.0,0.0,0.0,1966.0,1580.2857142857142
13/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,-29753127.071428567,0.0,-4.0,0.0,0.0,23430,1328,431.7142857142858,208.5714286,64.85714286,0.0,0.0,0.0,2041.5714285714287,1609.857142857143
14/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4042974034.9285717,0.0,0.0,0.0,-2.0,-5039391.357142866,0.0,-4.0,0.0,0.0,25262,1532,470.64285714285734,208.5714286,64.85714286,0.0,0.0,0.0,2074.6428571428573,1604.0
15/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,10488040293.642859,0.0,0.0,0.0,0.0,-68383489.49999999,0.0,-4.0,0.0,0.0,28320,1736,377.6428571428569,17.0,2.0,0.0,0.0,0.0,2113.3571428571427,1735.7142857142858
16/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10367102247.5,0.0,0.0,0.0,0.0,-83343250.07142858,0.0,-4.0,0.0,0.0,30425,1924,519.8571428571429,17.0,2.0,0.0,0.0,0.0,2281.714285714286,1761.857142857143
17/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10358965890.357141,0.0,0.0,0.0,0.0,167832464.21428573,0.0,-4.0,0.0,0.0,33682,2141,451.2142857142858,17.0,2.0,0.0,0.0,0.0,2457.5,2006.2857142857142
18/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10358965890.357141,0.0,0.0,0.0,0.0,167832464.21428573,0.0,-4.0,0.0,0.0,36658,2354,481.0714285714289,17.0,2.0,0.0,0.0,0.0,2756.9285714285716,2275.8571428571427
19/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9583100110.785713,0.0,0.0,0.0,0.0,167832464.21428573,0.0,-4.0,0.0,0.0,38654,2462,570.2857142857142,17.0,2.0,0.0,0.0,0.0,2922.0,2351.714285714286
20/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8402114948.857143,0.0,0.0,0.0,0.0,56386071.14285715,0.0,-4.0,0.0,0.0,40743,2587,670.7142857142858,17.0,2.0,0.0,0.0,0.0,3144.0,2473.285714285714
21/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8402114948.857143,0.0,0.0,0.0,0.0,55337871.14285715,0.0,-4.0,0.0,0.0,43079,2741,881.3571428571431,17.0,2.0,0.0,0.0,0.0,3426.6428571428573,2545.285714285714
22/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8354197037.642858,0.0,0.0,0.0,0.0,64362428.28571428,0.0,-4.0,0.0,0.0,45757,2906,1177.9285714285716,131.0,27.0,0.0,0.0,0.0,3668.9285714285716,2491.0
23/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8354197037.642858,0.0,0.0,0.0,0.0,64642259.7142857,0.0,-4.0,0.0,0.0,50036,3331,1252.8571428571431,131.0,27.0,0.0,0.0,0.0,4054.4285714285716,2801.5714285714284
24/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8030756393.785714,0.0,0.0,0.0,0.0,176574688.2857143,0.0,-4.0,0.0,0.0,54043,3704,1271.2857142857142,131.0,27.0,0.0,0.0,0.0,4180.0,2908.714285714286
25/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8030756393.785714,0.0,0.0,0.0,0.0,176911159.7142857,0.0,0.0,0.0,0.0,59324,4057,1079.2857142857147,131.0,27.0,0.0,0.0,0.0,4317.285714285715,3238.0
26/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8030756393.785714,0.0,0.0,0.0,0.0,176911159.7142857,0.0,0.0,0.0,0.0,63100,4286,1020.0000000000005,131.0,27.0,0.0,0.0,0.0,4512.285714285715,3492.285714285714
27/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8024457577.980715,0.0,0.0,0.0,0.0,184076559.7142857,0.0,0.0,0.0,0.0,67446,4603,1033.6428571428573,131.0,27.0,0.0,0.0,0.0,4848.357142857143,3814.714285714286
28/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8024457577.980715,0.0,0.0,0.0,0.0,174730159.7142857,0.0,0.0,0.0,0.0,73235,5083,861.7142857142853,131.0,27.0,0.0,0.0,0.0,5169.714285714285,4308.0
29/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-392613850.59071434,0.0,0.0,0.0,0.0,175869254.0,0.0,0.0,0.0,0.0,79685,5513,928.4285714285716,7669.4,1294.6,0.0,0.0,0.0,5775.285714285715,4846.857142857143
30/4/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-401554922.01928574,0.0,0.0,0.0,0.0,207758312.85714287,0.0,0.0,0.0,0.0,87187,6006,816.7857142857138,7669.4,1294.6,0.0,0.0,0.0,6124.071428571428,5307.285714285715
1/5/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-385282207.73357147,0.0,0.0,0.0,0.0,82170455.71428572,0.0,0.0,0.0,0.0,92202,6412,1180.9285714285706,7669.4,1294.6,0.0,0.0,0.0,6632.214285714285,5451.285714285715
2/5/2020,Brazil,BRA,NAT_TOTAL,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-385282207.73357147,0.0,0.0,0.0,0.0,82170455.71428572,0.0,0.0,0.0,0.0,97100,6761,1513.2142857142862,7669.4,1294.6,0.0,0.0,0.0,6909.785714285715,5396.571428571428
